,0304000123
貝比斯特-水果C片60g/6B★,0205010629
日本一番成人替換式尿片48片/6B,0302070017
"冰溫敷袋TPU  9""(23公分)",0305110095
"冰溫敷袋TPU  11""(28公分)",0305110096
佐藤退熱貼6片/6+1B(03.13),0305110097
"Ateol F.C. Tab. 100Mg ""Standa",AB330291G0
妙管家洗衣粉4.5KG/盒/4B,0308000078
"冰溫敷袋TPU  6""(15公分)",0305110094
廠商折價卷(10元),0501000030
博智嘉恩康馥素均衡完整營養素1.,0200190175
唯登-CAW-08,T000000198
孕補多種維生素60'S,0202040212
廠商折價卷(30),0501000032
康體素專業優質營養品均衡配方19,0200190177
亞培安素四口味綜合禮盒8入箱購4,0200190170
優麗潔小天使415mm產婦專用衛生,0302070012
信用卡手續費,0501000038
佑康彩包看護墊  60*90 (10片/ ),0302070011
金好奇活動廠商折價卷(40),0501000037
桂格機能燕麥片50ml/罐/24罐/箱/,0200190171
亞培安素雙卡237ml/24B/(箱購210,0200190173
美的適50元折價卷,0501000035
添寧看護墊L8/60*75cm/12B,0302070010
英騏核桃杏仁茶18入*30g,0202150111
靠得住蘆薈透氣護墊標準型沐浴,0302110052
英騏義式炭燒咖啡30入*17g,0202150114
舒適達人漢方草本輕巧量少護理18,0302110057
舒適達人漢方草本輕巧護墊15cm16,0302110056
蘇菲瞬吸加長155護墊無香32P/包/,0302110055
【DC】抗菌洗衣精補充包2000gm/6,0308000045
【DC】妙管家抗菌洗衣精3000+100,0308000046
妮維雅清爽保濕噴霧(SPF30)150ML,0402040095
妮維雅滋潤防晒乳液(SPF30)75ML/,0402040094
亞培安素草莓237ml/24B(整購1320,0200190165
亞培安素巧克力237ml/24B(整購13,0200190166
亞培安素香草237ml/24B(整購1320,0200190164
美的適活動報名費(100元),0501000044
玻尿酸保濕洗面乳125ml★,0404010239
宅配運費(箱),0501000040
美的適_金公銀婆強健卡,0501000047
博智康馥能左旋醯胺酸500g※/11+,0200190161
博智康馥能左旋醯胺酸10g*20包 /,0200190162
旺仔小小酥-輕辣30g*12包*4盒/11,0205030576
旺仔小小酥-雞汁30g*12包*4盒/11,0205030577
無患子氨基酸竹酢沐浴精1000ml★,0404010220
點數折抵_3點1元,0501000056
天新力錠狀食品60'S,0203050148
SATO快維康 200',0202040231
樂立循滴劑100ml★,0203050146
樂立循膜衣錠120`S★,0203050145
立攝氏快凝寶晶澈125g/罐/12B,0200190155
藻康富低GI均衡營養配方1860g/6B,0200190156
【DC】慢羊羊3D滋養沐浴露500ml,0404010229
舒利視膠囊60顆,0203050144
旺仔小小酥-海苔30g*12包*4盒/11,0205030578
排卵檢測卡5入/盒(限),0303050002
紙杯 50入/40B,0307130395
四角-老仙楂30g/12B,0205090166
3M防音耳塞1100  1付/袋/3B,0307130399
愛爾康全方位潤澤保養液300ml/24,0307130398
四角-木瓜絲25g/12B,0205090165
旅寶輕便刀2入 / 84入,0307130397
小圓罐-七珍梅45g/12B,0205090168
Nac寬口徑矽膠奶嘴(十字孔/6M+)*,0300000618
小圓罐-陳年仙楂丸50g/12B,0205090167
杜蕾斯保險套環紋型12入(藥局專,0303100027
杜蕾斯薄型保險套12入（藥局專,0303100026
杜蕾斯穩健型裝保險套12入,0303100025
纖薄型透氣腰痛保護帶L/XL黑,0305230092
杜蕾斯保險套活力裝-12入,0303100029
Nac寬口徑矽膠奶嘴(十字孔/3-6M),0300000617
20元一起分享-辣芒果/10B,0205090161
Nac寬口徑矽膠奶嘴(圓孔/0-3M)*2,0300000616
Nac標準矽膠奶嘴(十字孔/0-3M)*2,0300000615
Nac標準矽膠奶嘴(十字孔/3-6M)*2,0300000614
20元一起分享-洛神花/10B,0205090164
Nac標準矽膠奶嘴(圓孔/0-3M)*2,0300000613
DH-活力固得升級版30顆/3B,0202030181
膝HA元氣飲20ml*15支入,0202030180
關立固好禮組(200`S*2+舒逸敏噴,0202030183
利怕蚊天然防蚊潤膚噴液,0307120083
惠香八仙果110g/3B,0205090179
九製陳皮罐80g/3B,0205090178
珍茶柚130g/3B,0205090176
森之浴薰衣草防蚊液(D0050)★,0307120088
數位保險套(混合型)-12入/6B,0303100018
2586奈米竹炭護腕-M,0305230080
黃心梅150g/3B,0205090174
甜梅100g/3B,0205090175
貝親寬口母乳實感奶嘴P01818-S/5,0300000600
貝親寬口母乳實感奶嘴L P015B,0300000602
貝親寬口母乳實感奶嘴P01819-M/5,0300000601
天然植物精油A+防護(蚊)液/95ml,0307120056
【DC】50圓玩具(元圓),0205130040
安撫奶嘴 小花S/6B,0300000631
高分子水溶性幾丁聚醣60粒+30粒3,0202080083
安親活力褲M號10件*8包,0302060104
培寶寬口徑奶嘴L-2+1卡裝/2B,0300000100
安親活力褲L號9件*8包,0302060105
黃鴨標準媽咪乳感奶嘴-十字XL,0300000635
黃鴨標準媽咪乳感奶嘴-圓乳S,0300000634
安撫奶嘴 小花L/6B,0300000633
牛樟芝食品膠囊60`S/盒(無效退,0202080084
安撫奶嘴 小花M/6B,0300000632
黃鴨寬口媽咪乳感奶嘴-圓孔S,0300000638
黃鴨標準媽咪乳感奶嘴-十字L,0300000637
黃鴨標準媽咪乳感奶嘴-十字M,0300000636
【DC】20元一起分享-甘草梅/10B,0205090157
3吋乳缽,0307130386
安撫奶嘴 汽車M/6B,0300000629
20元一起分享-芭樂乾/10B,0205090156
BestVite葡萄糖胺+MSM膠囊1000mg,0202030164
PE輕便雨衣長袖型 / 50入,0307130384
20元一起分享-無花果/10B,0205090158
添寧復健褲L14+2片/4B,0302060114
親親桌椅組(1桌+2椅)FU-12,0205140192
來復易居家用黏貼型成褲L13片/ /,0302060113
來復易黏貼型紙尿褲M16片/包/6B,0302060112
BestVite維他命D3膠囊400IU 250,0202030166
大王超伸縮成人短褲型紙尿褲L~LL,0302060119
杏笙半身安全帶,0304210009
舒耳器(三合一多功能高亮度),0304210008
添寧復健褲M16+2片/4B,0302060117
日本味王-靈樟芝膠囊45`S★,0202080092
千年蟲草膠囊60`S/盒,0202080091
Nac去舌苔矽膠安撫奶嘴(6M+),0300000620
Nac仿乳型安撫奶嘴(6M+),0300000622
Nac仿乳型安撫奶嘴(0-6M),0300000621
HELTHIN面紙盒5入/串/10串/箱/5,0302130018
優質生活蔓越莓60`S,0202080098
檸檬酸鈣60'S,0202030157
檸檬酸鈣60'S,0202030158
任我行葡萄糖胺錠6's*30袋/180'S,0202030155
杏德-台灣鈣美30'S,0202030156
優喜固加強配方60'S,0202030159
日本一番成人復健褲M~L號18片/4,0302060125
鈣骨補力95%(藥字號)100顆/瓶★,0202030150
鈣好韻-珍珠粉鈣口嚼錠180顆★,0202030152
日本一番成人活力褲M~L號16片/4,0302060127
日本一番成人復健褲LL號16片/4B,0302060126
日本一番成人活力褲LL號14片/4B,0302060128
【客訂】包大人經濟型L-XL號綠16,0302060136
健如飛 薑黃軟膠囊(Flexigen) 30,0202030140
【DC】-停BestVite葡萄糖胺膠100,0202030141
勇固力升級配方100`S/300B,0202030143
TKI成人漱口水350cc(1+1)/6B,0306020039
Air waves超涼蜂蜜檸檬無糖口香,0205140139
明璋牛樟芝草本膠囊120顆/12+4B,0202080072
【客訂】包大人經濟型M號白色20,0302060137
敷立舒昆蟲貼片20片/12小盒/大,0307120099
包大人L13(40~55吋),0302060140
樂達富咀嚼錠120`S/6+1B(03.13),0202030131
原味復刻辣橄欖200g,0205090187
原味復刻鹹味黃橄欖200g,0205090188
原味復刻福州開胃橄180g,0205090189
小不叮草本驅蚊貼片18枚(全家,0307120095
小不叮草本防蚊噴霧120ml(全家,0307120094
仙楂片120g/3B,0205090180
李施德霖漱口水(原味)500㏄+原 2,0306020009
無花絲90g/3B,0205090182
香梅果120g/3B,0205090181
蔓越莓400g/3B,0205090184
德恩奈含氟漱口水500ml(1+1),0306020008
延齡堂超大原味葡萄乾170g,0205090186
陳年老橄欖,0205090185
李施德霖漱口水(薄荷)750ml+250m,0306020012
原味復刻洛神花100g,0205090198
原味復刻辣芒果130g,0205090199
金碘漱口水180ML,0306020014
李施德霖漱口水(原味)750ml+250m,0306020010
原味復刻無子黑橄欖150g,0205090190
頂級無蠟無酒精50%蜂膠液30ml(,0202080057
德國百妮魚子水嫩修護面膜3pcs★,0401020198
SENSOREX採血針50支入,0305030067
-幫寶適超薄L54/包/4B,0302030125
網拖-(大)紅./藍.綠/12入,0307130319
大燕麥片1000g/包/12B,0200160142
關股力60'S/3T(為玉米澱粉,0202030116
Enpower愛爾蘭海藻鈣錠30`S/500B,0202030115
OCP艾康血糖機*B(塑膠袋)機器1 .,0305030078
OCP艾康血糖機試紙25入/盒10+1B,0305030075
暐世血糖機特惠組(暐世試紙50+ 5,0305030074
金好奇極緻柔適紙尿褲L30+4/3B,0302030135
浴室馬桶水垢清潔劑★,0308040018
滿意寶寶瞬潔乾爽L50/4B(箱購價1,0302030134
幫寶適-特級棉柔L68(量販包)/3,0302030132
金貝貝棉柔透氣紙尿褲L46+4/4B,0302030139
牙線如意棒TP-50支/罐/120B,0307130328
超級好固300mg*30顆,0202030103
優安敏蔬果麥精750g/12B,0200160137
優品水溶鈣180`S/100B,0202030107
金力強寶貝綜合穀粉(小朋友)450g,0200160136
健股液態葡萄糖胺專利新配方(液,0202030106
幫寶適特級綿柔L46片/4B,0302030140
噓噓樂透氣輕柔-L50/6B,0302030141
柏朗貝優血糖機舊機換新單機,0305030089
蕁麻蔓越莓複方膠囊40顆/瓶,0204000052
Cutie Quilt可愛棉柔紙尿/4B,0302030148
金好奇護膚乾爽紙尿褲PH5.5 L46+,0302030147
福爾巧易測血糖試片(SS-4274)(50,0305030080
妙而舒頂級呵護L63片(量販包),0302030144
幫寶適-超薄乾爽L88片(量販包),0302030146
活潑寶寶紙尿褲L44+2P/5B(箱購 1,0302030145
歐克採血針(滅菌)50支/盒/20B,0305030083
滅鼠王100g,0307020006
必滅鼠,0307020001
蔓越莓私密潔護露250ml,0303060036
力強寶貝姆指型奶嘴5入/70B,0300000193
TS6護一生潔淨慕斯,0303060032
天使之戀瀏海剪髮夾-3色-9727,0407010300
頂級境內紙尿褲L54片/4B,0302030151
新幫寶適輕鬆穿男生L42片/4B,0302030158
滿意寶寶極緻呵護L52片/4B,0302030156
藥聯 富康軟膠囊,0204000045
賽吉兒天天清爽組(日用100ml+加,0303060022
桂格成長麥粉(雞汁吻仔魚)500g/1,0200160113
鈺林-攝聖寶南瓜籽/60粒,0204000031
培寶多功能初生安撫奶嘴/2B,0300000128
培寶多功能較大安撫奶嘴/2B,0300000127
克立測血糖試紙TD-4209(50片)(60,0305030025
幫寶適超薄L50/包/4B,0302030160
舒潔優質抽取式衛生紙100抽*8包/,0302130044
舒潔抽取衛生紙90抽*8包/串/8B,0302130041
OMRON歐姆龍手臂式血壓計JPN1(附,0305020104
新活力紫錐菊草本複方精華膠囊30,0204000036
OMRON軟式壓脈帶(一般型),0305020105
桂格成長麥粉(五種穀類)500g/12,0200160106
桂格成長麥粉(排骨)500g/12B,0200160107
泰爾茂壓脈帶,0305020109
桂格成長麥粉(五種水果)500g/12,0200160100
六甲村束腹帶(未滅菌)/XL,0303120036
Avamys Nasal Spray/27.500 MCG,B0248774FK
得意抽取式100抽10包*6袋,0302130038
得意廚紙60張6捲*8袋,0302130039
培寶多功能雙扁型較大安撫奶嘴/2,0300000139
福爾電子腕式血壓計TD-3018/18B,0305020111
潔易寧40`S/12+1B,0204000028
攝健軟膠囊40顆/盒/12+1B,0204000024
花點子100抽*8入190mm*180mm/9B/,0302130030
廣展/信達採血針30G/100支(10+1,0305030032
膀胱丸200T,0204000025
莎曼魔幻三色眼影盒-5★,0403000081
塑膠指套-大,0304210029
福爾電子臂式血壓計TD-3129/18B,0305020112
莎曼魔幻三色眼影盒-6★,0403000082
黃鴨造型筷盒組,0300210389
謙芳兒童隨身雨衣,0307130339
悠斯晶 A 乳霜 30克/條(0),0402010119
培寶多功能雙扁型初生安撫奶嘴/2,0300000140
蔓越莓1400mg30包入,0204000014
SKY ERA-採血筆,0305030044
樂適康血糖試紙(11+1),0305030048
黃鴨幼童學習筷,0300210393
黃鴨匙筷造型組,0300210391
黃鴨1階段雙色學習湯叉組,0300210399
黃鴨不鏽鋼小湯匙,0300210394
Hi-Beston 50Mg S.C. Tablets/5,A023308100
安倍賜血糖試紙50支AB-5081,0305030055
悠斯晶A乳霜新配方120g/11+1B,0402010103
貝親寬口母實玻璃奶瓶240ml(P173,0300030554
貝親寬口母實玻璃奶瓶160ml(P173,0300030555
霹靂跳跳棒糖-草莓/5B,0205010520
貝親寬口母實玻璃奶瓶240ml(P173,0300030553
Aromase洋甘菊頭皮清爽噴霧100ml,0400000072
貝親寬口母實PPSU奶瓶240ml(P007,0300030558
貝親一般口母乳實感PP奶瓶240ml(,0300030556
霹靂跳跳棒糖-葡萄/5B,0205010521
貝親寬口母實PPSU奶瓶240ml(P007,0300030557
,0302180065
矯正美姿帶S-M★,0305280053
-護麗A髮潔淨洗髮精200m,0400000065
茉娜姿嬰兒植物精華浴膚乳250ml,0406010102
Hollo betty蒟篛果園/5B,0205010526
P08600貝親嬰兒泡沫沐浴乳(日本,0406010100
Seemoli-媽媽髮寶115ml★,0400000068
kitty玻璃奶瓶120mlCAMK7045,0300030544
Hollo betty蒟篛果凍條/5B,0205010533
賽吉兒菁萃潔浴凝露500ml（日型,0402010012
艾瑪絲-去屑止癢洗髮精 -升級版-,0400000083
力奇洗髮精2%/200ML(Ketoconazol,0400000082
海倫薄荷舒爽去屑洗髮乳750ml/6B,0400000074
海倫絲滑柔順去屑洗髮乳750ml/6B,0400000076
20元QQ熊軟糖/10B,0205010501
罐裝小舖-石頭巧克力/5B,0205010502
20元綜合圈/10B,0205010500
湯瑪士-PES葫蘆奶瓶300 CC,0300030535
名牌剪絨印花童巾,0302180047
【DC】面霜盒15g*2入T03,0407010276
穩豪ONE TOUCH血糖試紙50片/盒,0305030014
成長升降書桌E2115,0300200861
腋下拐的零件(橡膠墊),0305190028
名牌量包毛巾/3入,0302180048
罐裝小舖-星星硬糖/5B,0205010507
罐裝小舖-雷根糖/5B,0205010506
罐裝小舖-水果沙拉粒/5B,0205010505
罐裝小舖-草津梅/5B,0205010503
四角-口笛糖40g/12B,0205010511
四角-吉利果30g/12B,0205010512
pc_name,商品編號
四角-米果巧克力/12B,0205010513
杏化潤柔滋霜30gm,0402010039
貝親奶瓶蓋組/5B,0300030522
【DC】414海棉粉撲F24,0407010267
Solaxin Tablets(鋁箔/膠箔)/20,AC058131G0
杏輝愛麗霜乳膏100g,0402010040
培寶寬口徑奶嘴S-2+1卡裝/2B,0300000098
培寶寬口徑奶嘴M-2+1卡裝/2B,0300000099
立得康鉻100香草單罐250ml/24B((,0200190237
Levozine F.C. Tablets 5Mg“St,AC49833100
小天使婦女灌洗器,0303060014
培寶一般口徑奶嘴M-2+1卡裝/2B,0300000093
培寶一般口徑奶嘴S-2+1卡裝/2B,0300000092
+鉻補養素1000g/12B,0200190247
藻康富低GI28g*7+1入(贈隨手杯),0200190245
培寶一般口徑奶嘴L-2+1卡裝/2B,0300000094
醇調養素900g/12B,0200190249
+鉻補養素light蘋果1000g/12B,0200190248
星之冠化妝造型粉撲(圓型15入)★,0407010247
250 雙色璇轉眉筆,0407010231
金力強寶貝綜合穀粉450g/12B,0603020002
效期品-亞培葡勝納利樂包230ml/2,0200190258
優蛋白素高纖高鈣配方700g/12B,0200190251
佳慎營養配方(1)840g/12B,0200190252
佳慎蛋白素(2)840g  12罐/箱,0200190253
桂格完膳營養素均衡強化配方250m,0200190254
葡萄糖胺高鈣全素養生素900g/1,0200190250
手部潔膚凝露-惡作劇之吻 29ML,0404050040
凱蕾洗髮精2% 130ml,0400000001
貝親嘴唇訓練器(杯型)(P13138)/5,0300070025
美滿寶貝CBP南瓜米精450g/12B贈,0603020008
SB051 化妝粉撲(攜帶2入),0407010223
贈品檔-力強活力五穀粉(大人)450,0603020012
桂格完膳營養素/糖尿病 24瓶,0200190260
小安素單瓶,0200190261
Pariet Enteric-Coated Tablets,B022782100
科多洗髮精250ml/24B,0400000010
Nac指套乳牙刷,0300070035
Kitty浴盆K7952,0300070033
香豆子罐300g/3B,0205080091
培寶氣囊按壓式吸鼻器/2B,0300100029
相思果罐380g/3B,0205080090
湯瑪士-彈跳水壺500cc TM54023,0300210414
鱷魚蚊香30卷,0307120009
白雪抗菌去味洗手乳250g,0404050026
指險套6入★,0303100099
杏仁小魚280g/3B,0205080096
無籽葡萄乾420g/3B,0205080094
動態防護款護膝             H-0,0305120342
櫻桃蕃茄380g/3B,0205080093
岡本OK保險套皇冠光滑12入/3B,0303100095
活力豆罐350g/3B,0205080092
動態防護款連指護腕      H-07,0305120340
岡本OK保險套0.0310入/3B,0303100094
Nac快樂洗手泡泡/500ml,0404050020
Nac維他命E洗手乳,0404050021
唯登-WE-8011,T000000496
ACE 大蔓越莓乾100g/100B,0205090218
德恩奈漱口水 24oz750ml辣/6B,0306020072
凡士林450g,0304160011
唯登-WE-8011,T000000495
愛力寶清香噴霧式防蚊液,0307120000
悠斯晶 S 乳液 150 ml  /瓶 (J),0402010085
闖入者防蚊液180cc/8*,0307120003
悠斯晶 S 乳霜 70 克/瓶(J),0402010084
雀巢AL-110無乳糖嬰兒奶粉400g/1,0200100100
貝親調整式吸鼻器(PK308)/5B,0300100017
手部潔膚凝露-夏威夷果汁  29ML,0404050038
美強生優生A+LF無乳糖配方奶粉40,0200100108
新安琪兒安哺嬰兒奶粉900g/罐/12,0200100109
手部潔膚凝露-湛藍海水29ML,0404050036
手部潔膚凝露-清爽柑橘  29ML,0404050037
玫瑰洛神花120g/3B,0205090201
寶馬生兒童專用漱口水(柑橘口味),0306020068
原味復刻梅子鹹葡萄乾160g,0205090200
手部潔膚凝露-純淨皂香29ML,0404050035
酵速素口水180C.C.-檸檬★,0306020066
酵素梅180g/3B,0205090202
牙得安漱口水-殺菌薄荷680ML,0306020060
牙得安漱口水-含氟青蘋果680ML,0306020061
黃鴨吸鼻器,0300100005
沙威隆荼樹精油洗手乳250ml/支,0404050003
優生防逆流吸鼻器/3B,0300100000
森永牛奶糖150g/3B,0205010587
77乳加180g/3B,0205010588
純中性抗菌洗手乳800+200gm/6B,0404050002
惠幼黑棗精華露(紫)360ml/24B,0205080078
渡邊元氣能量發泡/1包,0206100114
惠幼高纖無糖黑棗精華露(黃)360m,0205080079
Q比軟糖活性乳酸菌/12B(限),0205010583
牙得安漱口水-含氟青蘋果380ML,0306020059
漢堡QQ糖150g/3B,0205010586
免洗潔手凝露200ML(美德)/24B,0404050018
3M保濕乾洗手液88ml/3B,0404050017
台大病毒崩100ml噴劑100ppm(藍 ),0404050014
雷根豆罐250g/3B,0205010598
原味黑糖罐380g/3B,0205010596
老薑黑糖罐380g/3B,0205010597
水果糖110g/3B,0205010595
贈品檔-立得康頂纖250ml,0603020058
水蜜桃金笛糖120g/3B,0205010593
贈品檔-立得康高鈣250ml,0603020056
贈品檔-立得康高鈣(香草)250ml,0603020057
10元123果凍/20B,0205010569
黃鴨造型安撫奶嘴姆指型,0300000644
黃鴨防脹氣奶嘴3入 十孔-M,0300000647
透氣手臂吊帶(S/M)★,0305280014
-亞培心美力HQP優質嬰兒12B,0200000125
安全手臂吊帶★,0305280013
雪印強小子new1號嬰兒奶粉/900g/,0200000123
腳拇趾外翻固定帶右-L,0305280018
黃鴨寬口媽咪乳感奶嘴-十字L,0300000641
【客訂】卡洛塔妮(A1)嬰兒奶粉90,0200000122
腳拇趾外翻固定帶左-L,0305280017
腳拇趾外翻固定帶右-M,0305280019
黃鴨寬口媽咪乳感奶嘴-十字M,0300000640
鳳梨酵素-10錠,0200220148
贈品檔-金荷寶初生嬰兒配方奶粉9,0603020064
贈品檔-立得康鉻100 250ml,0603020063
贈品檔-新金荷寶4號兒童營養強化,0603020066
金香衣物香氛袋薰衣草.檸檬 / 12,0307120042
Air waves超涼無糖口香糖/25粒/,0205140094
培寶PP奶瓶(寬口葫蘆L270ml)2入/,0300030590
金香天然驅蚊袋1入/12B,0307120041
培寶天然防蚊噴液120ml/2B,0307120048
石腊紗布10*10cm/10片/盒,0304120010
培寶試管級玻璃奶瓶(一般直筒L24,0300030592
透氣型手托板(左L/XL)★,0305280011
贈品檔-金可貝可較大嬰兒配方奶,0603020069
優生PES奶瓶(一般葫蘆L270ml)2 /,0300030594
茶樹豆點複方純精油/8ml★,0304120014
優生PES奶瓶(寬口葫蘆L270ml)2 /,0300030596
KittyPES標準奶瓶270ml K7056,0300030599
保復膚/10片/盒,0304120015
贈品檔-悅健黑棗米精450g/12B,0603020062
石腊紗布單片,0304120016
杜蕾斯保險套凸點型12入,0303100067
S-26金愛兒樂先進配方900g/6B,0200000139
美滿寶貝新生代嬰兒配方(藍)900g,0200000138
黃鴨去舌苔奶嘴3入＋孔L,0300000659
亞培舒兒優0-12個月嬰兒奶粉850g,0200000135
金荷寶初生嬰兒配方奶粉900g(新,0200000134
【DC】停-新身得壯TOP A+嬰兒奶,0200000137
養生健康米600g/30B,0207020005
養生健康米2.4kg/10B,0207020006
亞培經典嬰兒奶粉850g/ /12b/箱(,0200000136
能恩1號嬰兒配方奶粉800g/6B/箱,0200000131
透氣型手托板(左S/M)★,0305280009
金可貝可初生嬰兒配方奶粉900g(,0200000133
-美強生優生A+育嬰配方(領先方)9,0200000132
贈品檔-優安敏蔬果小米精750g/12,0603020077
贈品檔-DH-活力固得升級版30顆★,0603020076
贈品檔-悅健金配方羊奶900G(效期,0603020075
悅健新生代嬰兒配方奶粉900g/12,0200000140
培寶香茅防蚊乳液100ml/2B,0307120035
養生健康米300g/60B,0207020004
千口美水果果凍300g/24B,0205010570
贈品檔-立得康鉻100香草250ml,0603020078
超薄防水OK繃-小10片25*57,0207020001
培寶PP奶瓶(一般直筒L240ml)2入/,0300030588
贈品檔-百強大豆蛋白粉/盒,0603020071
培寶PP奶瓶(寬口葫蘆S120ml)2入/,0300030589
"遠紅外線繃帶型護腕 13""*3"" S-31",0305120320
仙楂餅150g/3B,0205100044
球型糖果機40g/個/12B,0205100043
身得壯優質嬰兒奶粉900G/12B,0200000149
Aromase去屑止癢養髮精華液115m,0400000085
艾瑪絲-去屑止癢洗髮精升級版350,0400000084
-新明治優質嬰兒奶粉1號900g/8B,0200000143
史奴比晶鑽奶嘴(一般L6入207)/3B,0300000661
S-26金幼兒樂先進配方1600g/6B/,0200000142
S-26金幼兒樂先進配方900g/6B/,0200000141
新安琪兒無乳糖嬰兒奶粉900g/12,0200100110
貝多新生代嬰兒奶粉900g/12B,0200000148
08X拇指固定帶-XL,0305280035
史奴比晶鑽奶嘴(一般M6入191)/3B,0300000660
貝比卡兒金選AA嬰兒奶粉900g/12B,0200000147
7610男用肋骨帶,0305280031
母感標準大玻奶瓶(240ml)/PA270,0300030571
08X拇指固定帶-S,0305280032
08X拇指固定帶-M,0305280033
母乳實感標準小玻奶瓶(120ml)/PA,0300030573
黃鴨雙色抗菌湯匙 2入,0301030075
08X拇指固定帶-L,0305280034
寶馬生成人保健專用漱口水(薄荷,0306020095
亞培心美力優質嬰兒奶粉1號900g,0200000150
菌bye-bye漱口水530ml,0306020094
7600女用肋骨帶,0305280030
歐樂B健康專家防蛀含氟漱口水458,0306020092
-貝親寬口母感PP奶瓶160(P00796-,0300030579
白樂汀酵素漱口水473ml/瓶,0306020099
德恩奈兒童漱口500ml,0306020098
3M三效漱口水500ml(+牙線棒),0306020097
寶馬生保健專用漱口水(蜜桃口味),0306020096
贈品檔-力強杏仁核果粉400g,0603020080
近江曬後凝膠200g/3B,0402040106
優生玻璃寬口徑大奶瓶L200ml(1+1,0300030576
化核梅(黑),0205090234
4*4Y型不織布紗布(不收退),0304120008
10元香草冰淇淋棉花糖40g/24B,0205010558
DC-美強生優生A+ 900克,0200000153
優生A+育嬰奶粉(A+學立方360`)90,0200000152
貝親寬口母乳實感PP奶瓶240ml(P0,0300030562
贈品檔-幫寶適輕穿體驗包L*2,0600000241
貝親寬口母乳實感PP奶瓶240ml(P0,0300030561
腳拇趾外翻固定帶右-S,0305280021
樂活好禮-美白水感防曬噴霧效期,0600000243
鱷魚蚊香60卷,0307120010
4*4紗布塊(3片/24B)(不收退),0304120004
10元草莓棉花糖40g/24B,0205010557
培寶玻璃奶瓶(寬口葫蘆L200)1+1,0300030569
李施德霖天然綠荼防蛀護齦雙效,0306020088
培寶玻璃奶瓶(寬口葫蘆S120)1+1,0300030568
2*2Y型不織布紗布(不收退),0304120006
培寶玻璃奶瓶(一般方型L240)1+1,0300030567
3*3Y型不織布紗布(不收退),0304120007
培寶玻璃奶瓶(一般方型S120)1+1,0300030566
贈品檔-七定酸膠囊10`S(買90顆送,0600000244
八仙果 大瓶/自切,0205090223
皇佳安膚石臘紗布/10片/盒,0304120002
岡本OK保險套0.03RF蘆薈10入/3B,0303100093
奇力軟鈣100`S/12B/12T,0202030054
奇力MSM100`S(鈣)/12B/3T,0202030053
挺立鈣加強錠100'S/10+2B(剪盒,0202030051
資優數學(2)小班C02★,0310010072
欣瑞血糖測試片25片/罐*2入/60+1,0305000020
甲基安非他命檢測卡,0305000025
御極丹蔘60'S/瓶/2B,0202070071
飛力透氣膠帶1吋補充包(12+1),0304030315
活藻素60'S/40+14B/3T,0202070072
"""嬌生""進口嬰兒潤膚油500ml",0304030319
必安住金牌蚊香60卷經濟包,0307010053
伺潔香茅樟腦油精450ml,0307010052
妮維雅止汗清新噴霧150ML,0405000023
培寶紗布澡巾-2入(藍+黃)/2B,0301020002
培寶紗布手帕3入(藍+粉+黃)/2B,0301020003
遠東有機綠藻200mg/900's★,0202070069
鉛筆K20★,0310010062
挑戰迷宮5-6-7歲K19★,0310010061
遠東有機螺旋藻200mg/450's★,0202070068
德國人工皮,0304030305
奇力嚼鈣錠 100`S/300B/12T,0202030073
噴效水性噴霧殺蟲劑600g/240B,0307010021
噴效油性殺蟲劑600g,0307010020
美達適克流橄欖多酚30`S/100B(限,0202070055
快滅鼠大200g,0307010028
百捷益血糖試紙50片/20B,0305000045
超級好抗300mg*60顆,0202070051
福善美保骨錠/瓶,0202030068
美的適購物袋小,0307130280
快滅鼠100g,0307010031
-杏海痛速寧膠囊60粒,0202070042
藍藻錠300`s(延壽)/12B,0202070045
柏朗貝優血糖試紙25片*2/盒/22+3,0305000050
-美滿寶貝嬰兒配方(藍)900g/12B,0200000106
骨力500`S/10+1(效期2015.7),0202030010
德國高科技泡棉11*7.5cm / 672B,0307130294
雅膚吸寶淨傷口墊5*5cm/5片入12,0304100017
雅膚吸寶淨傷口墊10*10cm/3片入,0304100018
必安住液體電蚊香液,0307010007
OMRON手腕式血壓計HEM-6200(陸,0305020083
鈺林兩用型嬰兒吸鼻器,0300100033
鯊翅精60'S,0202070037
【DC】丹參90粒膠囊裝送書(原價2,0202070036
OMRON手腕式血壓計HEM-6111(陸,0305020082
糖果販賣機/10B,0205010387
免叮自動噴霧殺蟲劑550ml/24B★,0307010013
美達適電解質4包入/2000B,0202120009
Aricept F.C. Tablets 5Mg/5.00,AC42556100
-勇固力膜衣錠100`S/500B,0202030001
復速得消炎粉10g/60+15,0304140002
速備粉,0304140007
CSD全新敷料速癒膜 5*5cm 8入/ /,0304100022
CSD全新敷料速癒膜7.5*7.5cm 5 /,0304100023
CSD酒精棉片(厚)100片/盒,0304100020
昭惠酒精棉片100包入,0304100021
沛綠康腕式電子血壓計KP-6261,0305020098
泰爾茂電子血壓計ES-P310,0305020097
沛綠康臂式電子血壓計KP-6823,0305020099
CSD優碘棉片12片入盒/(限),0304100026
CSD全新敷料速癒膜 10*10cm 3入/,0304100024
CSD酒精棉片8片入/盒(限),0304100025
貝親吸鼻液器(PK559)/5B,0300100047
美達適電解質單包(1盒4包售價120,0202120011
桂格高鈣(順暢)奶粉750g/12B,0200180033
